#Transcript position	Transcript coverage profile
0.0	0.3288038847532039
1.0	0.16371666767904192
2.0	0.1269045990388422
3.0	0.12868694567789585
4.0	0.13773231764824373
5.0	0.15431006458166646
6.0	0.15139804269919455
7.0	0.17834375891046186
8.0	0.18831307904514605
9.0	0.15274389133671132
10.0	0.13770811099832372
11.0	0.09573566449404677
12.0	0.15716463192502647
13.0	0.12086327080406352
14.0	0.09893683226014162
15.0	0.09736207365499656
16.0	0.0779567857890053
17.0	0.07182197385600413
18.0	0.07460054369799377
19.0	0.07737793160971497
20.0	0.08213120099799022
21.0	0.12457245841760761
22.0	0.1932546714189991
23.0	0.06935171919682268
24.0	0.030942797943504935
25.0	0.06708941228594825
26.0	0.10022522530475594
27.0	0.05289191755663228
28.0	0.0679783087349545
29.0	0.06499216317537775
30.0	0.07075327226355933
31.0	0.04048219907084645
32.0	0.05276180603697121
33.0	0.07517193649970337
34.0	0.09679080581651418
35.0	0.04640605303908845
36.0	0.10048922909639521
37.0	0.1350760574459642
38.0	0.06748029248065986
39.0	0.06607579038087025
40.0	0.07624552243523008
41.0	0.05783860772798169
42.0	0.022406732903992005
43.0	0.03906760297300674
44.0	0.041292797623813146
45.0	0.08134605670935609
46.0	0.08348263819099078
47.0	0.10617094260177072
48.0	0.06974337011382276
49.0	0.09484454559717921
50.0	0.09676388435879775
51.0	0.023066146595795096
52.0	0.063581799827494
53.0	0.05901032724189584
54.0	0.05266532001529894
55.0	0.02637675962509401
56.0	0.0645349417013806
57.0	0.07914701193044406
58.0	0.053018812982585935
59.0	0.05636450762281268
60.0	0.11147641441723244
61.0	0.11476208924054249
62.0	0.08539548614655536
63.0	0.10975792441540849
64.0	0.04778664942296808
65.0	0.04334085434280049
66.0	0.06339695971714338
67.0	0.056144055381143684
68.0	0.05497446497261635
69.0	0.06329231610153344
70.0	0.07264500661576034
71.0	0.09617854982573107
72.0	0.12825258559173683
73.0	0.07703445868072462
74.0	0.135431970635822
75.0	0.07064577567773056
76.0	0.09318849522543186
77.0	0.12117307085778051
78.0	0.0850358564362765
79.0	0.073925760257469
80.0	0.0760076150263917
81.0	0.06819724646988641
82.0	0.04785509113008959
83.0	0.06514060057334192
84.0	0.13223158594912732
85.0	0.13362309300444555
86.0	0.08997465332045647
87.0	0.09819491028970266
88.0	0.165494571176344
89.0	0.12749083447748943
90.0	0.24018453809949894
91.0	0.18593984124282192
92.0	0.15698012810127046
93.0	0.12535693536661222
94.0	0.13901961842861374
95.0	0.1656925833301414
96.0	0.21839701928466893
97.0	0.26976923332862474
98.0	0.09544875997225476
99.0	0.07013094337341094
